#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
403634:11712,841:841,05/08/26 10:05:34,STABLE BEAMS,6799,0.000511898,0.000494710,63.8,HFET
403634:11712,842:842,05/08/26 10:05:58,STABLE BEAMS,6799,0.000511379,0.000494412,63.8,HFET
403634:11712,843:843,05/08/26 10:06:21,STABLE BEAMS,6799,0.000512161,0.000494392,63.8,HFET
403634:11712,844:844,05/08/26 10:06:44,STABLE BEAMS,6799,0.000513542,0.000496412,64.0,HFET
403634:11712,845:845,05/08/26 10:07:08,STABLE BEAMS,6799,0.000514374,0.000334023,64.1,HFET
403634:11712,846:846,05/08/26 10:07:31,STABLE BEAMS,6799,0.000515051,0.000497791,64.2,HFET
403634:11712,847:847,05/08/26 10:07:54,STABLE BEAMS,6799,0.000515905,0.000498201,64.3,HFET
403634:11712,848:848,05/08/26 10:08:17,STABLE BEAMS,6799,0.000516735,0.000499225,64.4,HFET
403634:11712,849:849,05/08/26 10:08:41,STABLE BEAMS,6799,0.000516676,0.000499047,64.4,HFET
403634:11712,850:850,05/08/26 10:09:04,STABLE BEAMS,6799,0.000516998,0.000492300,64.5,HFET
403634:11712,851:851,05/08/26 10:09:27,STABLE BEAMS,6799,0.000517302,0.000499631,64.5,HFET
403634:11712,852:852,05/08/26 10:09:51,STABLE BEAMS,6799,0.000517268,0.000499611,64.5,HFET
403634:11712,853:853,05/08/26 10:10:14,STABLE BEAMS,6799,0.000517555,0.000499342,64.5,HFET
403634:11712,854:854,05/08/26 10:10:37,STABLE BEAMS,6799,0.000516512,0.000498793,64.4,HFET
403634:11712,855:855,05/08/26 10:11:01,STABLE BEAMS,6799,0.000515819,0.000498061,64.3,HFET
403634:11712,856:856,05/08/26 10:11:24,STABLE BEAMS,6799,0.000513825,0.000395905,64.1,HFET
403634:11712,857:857,05/08/26 10:11:47,STABLE BEAMS,6799,0.000514213,0.000351006,64.1,HFET
403634:11712,858:858,05/08/26 10:12:11,STABLE BEAMS,6799,0.000513823,0.000496527,64.1,HFET
403634:11712,859:859,05/08/26 10:12:34,STABLE BEAMS,6799,0.000512565,0.000495361,63.9,HFET
403634:11712,860:860,05/08/26 10:12:57,STABLE BEAMS,6799,0.000511093,0.000494264,63.7,HFET
403634:11712,861:861,05/08/26 10:13:21,STABLE BEAMS,6799,0.000510681,0.000494049,63.7,HFET
403634:11712,862:862,05/08/26 10:13:44,STABLE BEAMS,6799,0.000510154,0.000493472,63.6,HFET
403634:11712,863:863,05/08/26 10:14:07,STABLE BEAMS,6799,0.000509771,0.000485718,63.5,HFET
403634:11712,864:864,05/08/26 10:14:30,STABLE BEAMS,6799,0.000509927,0.000493153,63.6,HFET
403634:11712,865:865,05/08/26 10:14:54,STABLE BEAMS,6799,0.000509311,0.000492652,63.5,HFET
403634:11712,866:866,05/08/26 10:15:17,STABLE BEAMS,6799,0.000509074,0.000491498,63.5,HFET
403634:11712,867:867,05/08/26 10:15:40,STABLE BEAMS,6799,0.000512972,0.000495941,63.9,HFET
403634:11712,868:868,05/08/26 10:16:04,STABLE BEAMS,6799,0.000512409,0.000495203,63.9,HFET
403634:11712,869:869,05/08/26 10:16:27,STABLE BEAMS,6799,0.000511589,0.000494585,63.8,HFET
403634:11712,870:870,05/08/26 10:16:50,STABLE BEAMS,6799,0.000511944,0.000494992,63.8,HFET
403634:11712,871:871,05/08/26 10:17:14,STABLE BEAMS,6799,0.000510762,0.000493872,63.7,HFET
403634:11712,872:872,05/08/26 10:17:37,STABLE BEAMS,6799,0.000509665,0.000493022,63.5,HFET
403634:11712,873:873,05/08/26 10:18:00,STABLE BEAMS,6799,0.000510288,0.000317381,63.6,HFET
403634:11712,874:874,05/08/26 10:18:24,STABLE BEAMS,6799,0.000510624,0.000494116,63.7,HFET
403634:11712,875:875,05/08/26 10:18:47,STABLE BEAMS,6799,0.000504367,0.000488426,62.9,HFET
403634:11712,876:876,05/08/26 10:19:10,STABLE BEAMS,6799,0.000501115,0.000478666,62.5,HFET
403634:11712,877:877,05/08/26 10:19:34,STABLE BEAMS,6799,0.000512443,0.000495507,63.9,HFET
403634:11712,878:878,05/08/26 10:19:57,STABLE BEAMS,6799,0.000513438,0.000496193,64.0,HFET
403634:11712,879:879,05/08/26 10:20:20,STABLE BEAMS,6799,0.000514003,0.000496755,64.1,HFET
403634:11712,880:880,05/08/26 10:20:44,STABLE BEAMS,6799,0.000514318,0.000496890,64.1,HFET
403634:11712,881:881,05/08/26 10:21:07,STABLE BEAMS,6799,0.000514788,0.000497509,64.2,HFET
403634:11712,882:882,05/08/26 10:21:30,STABLE BEAMS,6799,0.000514936,0.000497637,64.2,HFET
403634:11712,883:883,05/08/26 10:21:53,STABLE BEAMS,6799,0.000515155,0.000497769,64.2,HFET
403634:11712,884:884,05/08/26 10:22:17,STABLE BEAMS,6799,0.000514563,0.000497066,64.1,HFET
403634:11712,885:885,05/08/26 10:22:40,STABLE BEAMS,6799,0.000513340,0.000496172,64.0,HFET
403634:11712,886:886,05/08/26 10:23:03,STABLE BEAMS,6799,0.000513184,0.000495693,64.0,HFET
403634:11712,887:887,05/08/26 10:23:27,STABLE BEAMS,6799,0.000512975,0.000495945,63.9,HFET
403634:11712,888:888,05/08/26 10:23:50,STABLE BEAMS,6799,0.000511736,0.000494738,63.8,HFET
403634:11712,889:889,05/08/26 10:24:13,STABLE BEAMS,6799,0.000512613,0.000468995,63.9,HFET
403634:11712,890:890,05/08/26 10:24:37,STABLE BEAMS,6799,0.000510089,0.000493176,63.6,HFET
403634:11712,891:891,05/08/26 10:25:00,STABLE BEAMS,6799,0.000509985,0.000492993,63.6,HFET
403634:11712,892:892,05/08/26 10:25:23,STABLE BEAMS,6799,0.000513413,0.000496229,64.0,HFET
403634:11712,893:893,05/08/26 10:25:47,STABLE BEAMS,6799,0.000511975,0.000495026,63.8,HFET
403634:11712,894:894,05/08/26 10:26:10,STABLE BEAMS,6799,0.000511368,0.000494243,63.7,HFET
403634:11712,895:895,05/08/26 10:26:33,STABLE BEAMS,6799,0.000509174,0.000492424,63.5,HFET
403634:11712,896:896,05/08/26 10:26:56,STABLE BEAMS,6799,0.000513903,0.000496624,64.1,HFET
403634:11712,897:897,05/08/26 10:27:20,STABLE BEAMS,6799,0.000515429,0.000497969,64.3,HFET
403634:11712,898:898,05/08/26 10:27:43,STABLE BEAMS,6799,0.000515575,0.000497891,64.3,HFET
403634:11712,899:899,05/08/26 10:28:06,STABLE BEAMS,6799,0.000516623,0.000498753,64.4,HFET
403634:11712,900:900,05/08/26 10:28:30,STABLE BEAMS,6799,0.000517237,0.000499132,64.5,HFET
403634:11712,901:901,05/08/26 10:28:53,STABLE BEAMS,6799,0.000517714,0.000499934,64.5,HFET
403634:11712,902:902,05/08/26 10:29:16,STABLE BEAMS,6799,0.000516464,0.000400226,64.4,HFET
403634:11712,903:903,05/08/26 10:29:40,STABLE BEAMS,6799,0.000515954,0.000473231,64.3,HFET
403634:11712,904:904,05/08/26 10:30:03,STABLE BEAMS,6799,0.000515889,0.000497702,64.3,HFET
403634:11712,905:905,05/08/26 10:30:26,STABLE BEAMS,6799,0.000514494,0.000496375,64.1,HFET
403634:11712,906:906,05/08/26 10:30:50,STABLE BEAMS,6799,0.000515018,0.000497562,64.2,HFET
403634:11712,907:907,05/08/26 10:31:13,STABLE BEAMS,6799,0.000515354,0.000497707,64.2,HFET
403634:11712,908:908,05/08/26 10:31:36,STABLE BEAMS,6799,0.000514205,0.000496413,64.1,HFET
403634:11712,909:909,05/08/26 10:32:00,STABLE BEAMS,6799,0.000513582,0.000496359,64.0,HFET
403634:11712,910:910,05/08/26 10:32:23,STABLE BEAMS,6799,0.000513195,0.000496199,64.0,HFET
403634:11712,911:911,05/08/26 10:32:46,STABLE BEAMS,6799,0.000512830,0.000495350,63.9,HFET
403634:11712,912:912,05/08/26 10:33:09,STABLE BEAMS,6799,0.000511809,0.000381046,63.8,HFET
403634:11712,913:913,05/08/26 10:33:33,STABLE BEAMS,6799,0.000512229,0.000495346,63.9,HFET
403634:11712,914:914,05/08/26 10:33:56,STABLE BEAMS,6799,0.000512629,0.000495672,63.9,HFET
403634:11712,915:915,05/08/26 10:34:19,STABLE BEAMS,6799,0.000511148,0.000494382,63.7,HFET
403634:11712,916:916,05/08/26 10:34:43,STABLE BEAMS,6799,0.000509836,0.000485898,63.6,HFET
403634:11712,917:917,05/08/26 10:35:06,STABLE BEAMS,6799,0.000510003,0.000492987,63.6,HFET
403634:11712,918:918,05/08/26 10:35:29,STABLE BEAMS,6799,0.000510251,0.000493588,63.6,HFET
403634:11712,919:919,05/08/26 10:35:53,STABLE BEAMS,6799,0.000509766,0.000493115,63.5,HFET
403634:11712,920:920,05/08/26 10:36:16,STABLE BEAMS,6799,0.000509781,0.000493198,63.6,HFET
403634:11712,921:921,05/08/26 10:36:39,STABLE BEAMS,6799,0.000509238,0.000492660,63.5,HFET
403634:11712,922:922,05/08/26 10:37:03,STABLE BEAMS,6799,0.000518511,0.000500586,64.6,HFET
403634:11712,923:923,05/08/26 10:37:26,STABLE BEAMS,6799,0.000513961,0.000496887,64.1,HFET
403634:11712,924:924,05/08/26 10:37:49,STABLE BEAMS,6799,0.000513469,0.000496160,64.0,HFET
403634:11712,925:925,05/08/26 10:38:12,STABLE BEAMS,6799,0.000512198,0.000495222,63.9,HFET
403634:11712,926:926,05/08/26 10:38:36,STABLE BEAMS,6799,0.000512730,0.000495764,63.9,HFET
403634:11712,927:927,05/08/26 10:38:59,STABLE BEAMS,6799,0.000512827,0.000495820,63.9,HFET
403634:11712,928:928,05/08/26 10:39:22,STABLE BEAMS,6799,0.000510868,0.000487115,63.7,HFET
403634:11712,929:929,05/08/26 10:39:46,STABLE BEAMS,6799,0.000511168,0.000494429,63.7,HFET
403634:11712,930:930,05/08/26 10:40:09,STABLE BEAMS,6799,0.000511332,0.000494408,63.7,HFET
403634:11712,931:931,05/08/26 10:40:32,STABLE BEAMS,6799,0.000511305,0.000494331,63.7,HFET
403634:11712,932:932,05/08/26 10:40:56,STABLE BEAMS,6799,0.000511514,0.000494782,63.8,HFET
403634:11712,933:933,05/08/26 10:41:19,STABLE BEAMS,6799,0.000511338,0.000493767,63.7,HFET
403634:11712,934:934,05/08/26 10:41:42,STABLE BEAMS,6799,0.000510446,0.000493818,63.6,HFET
403634:11712,935:935,05/08/26 10:42:06,STABLE BEAMS,6799,0.000507952,0.000491568,63.3,HFET
403634:11712,936:936,05/08/26 10:42:29,STABLE BEAMS,6799,0.000516130,0.000498813,64.3,HFET
403634:11712,937:937,05/08/26 10:42:52,STABLE BEAMS,6799,0.000515449,0.000439336,64.3,HFET
403634:11712,938:938,05/08/26 10:43:16,STABLE BEAMS,6799,0.000516126,0.000308693,64.3,HFET
403634:11712,939:939,05/08/26 10:43:39,STABLE BEAMS,6799,0.000516091,0.000498667,64.3,HFET
403634:11712,940:940,05/08/26 10:44:02,STABLE BEAMS,6799,0.000515046,0.000497910,64.2,HFET
403634:11712,941:941,05/08/26 10:44:25,STABLE BEAMS,6799,0.000513825,0.000496931,64.1,HFET
403634:11712,942:942,05/08/26 10:44:49,STABLE BEAMS,6799,0.000513729,0.000489233,64.0,HFET
403634:11712,943:943,05/08/26 10:45:12,STABLE BEAMS,6799,0.000514638,0.000497160,64.2,HFET
403634:11712,944:944,05/08/26 10:45:35,STABLE BEAMS,6799,0.000513502,0.000496479,64.0,HFET
403634:11712,945:945,05/08/26 10:45:59,STABLE BEAMS,6799,0.000514925,0.000497747,64.2,HFET
403634:11712,946:946,05/08/26 10:46:22,STABLE BEAMS,6799,0.000512809,0.000495867,63.9,HFET
403634:11712,947:947,05/08/26 10:46:45,STABLE BEAMS,6799,0.000512994,0.000495979,64.0,HFET
403634:11712,948:948,05/08/26 10:47:09,STABLE BEAMS,6799,0.000513281,0.000496299,64.0,HFET
403634:11712,949:949,05/08/26 10:47:32,STABLE BEAMS,6799,0.000511701,0.000494569,63.8,HFET
403634:11712,950:950,05/08/26 10:47:55,STABLE BEAMS,6799,0.000510655,0.000493386,63.7,HFET
403634:11712,951:951,05/08/26 10:48:19,STABLE BEAMS,6799,0.000510798,0.000494149,63.7,HFET
403634:11712,952:952,05/08/26 10:48:42,STABLE BEAMS,6799,0.000510480,0.000493774,63.6,HFET
403634:11712,953:953,05/08/26 10:49:05,STABLE BEAMS,6799,0.000513641,0.000496373,64.0,HFET
403634:11712,954:954,05/08/26 10:49:29,STABLE BEAMS,6799,0.000513420,0.000410166,64.0,HFET
403634:11712,955:955,05/08/26 10:49:52,STABLE BEAMS,6799,0.000514161,0.000312419,64.1,HFET
403634:11712,956:956,05/08/26 10:50:15,STABLE BEAMS,6799,0.000514575,0.000497283,64.1,HFET
403634:11712,957:957,05/08/26 10:50:38,STABLE BEAMS,6799,0.000516912,0.000499299,64.4,HFET
403634:11712,958:958,05/08/26 10:51:02,STABLE BEAMS,6799,0.000514830,0.000497179,64.2,HFET
403634:11712,959:959,05/08/26 10:51:25,STABLE BEAMS,6799,0.000512691,0.000495923,63.9,HFET
403634:11712,960:960,05/08/26 10:51:48,STABLE BEAMS,6799,0.000511688,0.000494718,63.8,HFET
403634:11712,961:961,05/08/26 10:52:12,STABLE BEAMS,6799,0.000512355,0.000495255,63.9,HFET
403634:11712,962:962,05/08/26 10:52:35,STABLE BEAMS,6799,0.000512301,0.000495331,63.9,HFET
403634:11712,963:963,05/08/26 10:52:58,STABLE BEAMS,6799,0.000510943,0.000494294,63.7,HFET
403634:11712,964:964,05/08/26 10:53:22,STABLE BEAMS,6799,0.000509529,0.000492822,63.5,HFET
403634:11712,965:965,05/08/26 10:53:45,STABLE BEAMS,6799,0.000508439,0.000492068,63.4,HFET
403634:11712,966:966,05/08/26 10:54:08,STABLE BEAMS,6799,0.000513051,0.000495988,64.0,HFET
403634:11712,967:967,05/08/26 10:54:32,STABLE BEAMS,6799,0.000512789,0.000495738,63.9,HFET
403634:11712,968:968,05/08/26 10:54:55,STABLE BEAMS,6799,0.000512021,0.000487870,63.8,HFET
403634:11712,969:969,05/08/26 10:55:18,STABLE BEAMS,6799,0.000510751,0.000493887,63.7,HFET
403634:11712,970:970,05/08/26 10:55:41,STABLE BEAMS,6799,0.000510616,0.000493316,63.7,HFET
403634:11712,971:971,05/08/26 10:56:05,STABLE BEAMS,6799,0.000509094,0.000492477,63.5,HFET
403634:11712,972:972,05/08/26 10:56:28,STABLE BEAMS,6799,0.000515279,0.000498025,64.2,HFET
403634:11712,973:973,05/08/26 10:56:51,STABLE BEAMS,6799,0.000517196,0.000499560,64.5,HFET
403634:11712,974:974,05/08/26 10:57:15,STABLE BEAMS,6799,0.000517213,0.000499582,64.5,HFET
403634:11712,975:975,05/08/26 10:57:38,STABLE BEAMS,6799,0.000516343,0.000498817,64.4,HFET
403634:11712,976:976,05/08/26 10:58:01,STABLE BEAMS,6799,0.000517406,0.000499746,64.5,HFET
403634:11712,977:977,05/08/26 10:58:25,STABLE BEAMS,6799,0.000514098,0.000497258,64.1,HFET
403634:11712,978:978,05/08/26 10:58:48,STABLE BEAMS,6799,0.000510809,0.000494130,63.7,HFET
403634:11712,979:979,05/08/26 10:59:11,STABLE BEAMS,6799,0.000511976,0.000494334,63.8,HFET
403634:11712,980:980,05/08/26 10:59:35,STABLE BEAMS,6799,0.000511089,0.000494064,63.7,HFET
403634:11712,981:981,05/08/26 10:59:58,STABLE BEAMS,6799,0.000510386,0.000486322,63.6,HFET
403634:11712,982:982,05/08/26 11:00:21,STABLE BEAMS,6799,0.000510623,0.000493860,63.7,HFET
403634:11712,983:983,05/08/26 11:00:45,STABLE BEAMS,6799,0.000510038,0.000493309,63.6,HFET
403634:11712,984:984,05/08/26 11:01:08,STABLE BEAMS,6799,0.000509366,0.000492833,63.5,HFET
403634:11712,985:985,05/08/26 11:01:31,STABLE BEAMS,6799,0.000507953,0.000491593,63.3,HFET
403634:11712,986:986,05/08/26 11:01:54,STABLE BEAMS,6799,0.000512791,0.000495861,63.9,HFET
403634:11712,987:987,05/08/26 11:02:18,STABLE BEAMS,6799,0.000513144,0.000495844,64.0,HFET
403634:11712,988:988,05/08/26 11:02:41,STABLE BEAMS,6799,0.000512686,0.000495548,63.9,HFET
403634:11712,989:989,05/08/26 11:03:04,STABLE BEAMS,6799,0.000512080,0.000495003,63.8,HFET
403634:11712,990:990,05/08/26 11:03:28,STABLE BEAMS,6799,0.000513310,0.000496042,64.0,HFET
403634:11712,991:991,05/08/26 11:03:51,STABLE BEAMS,6799,0.000512826,0.000495703,63.9,HFET
403634:11712,992:992,05/08/26 11:04:14,STABLE BEAMS,6799,0.000512425,0.000495291,63.9,HFET
403634:11712,993:993,05/08/26 11:04:38,STABLE BEAMS,6799,0.000513038,0.000495811,64.0,HFET
403634:11712,994:994,05/08/26 11:05:01,STABLE BEAMS,6799,0.000513556,0.000489380,64.0,HFET
403634:11712,995:995,05/08/26 11:05:24,STABLE BEAMS,6799,0.000514425,0.000497194,64.1,HFET
403634:11712,996:996,05/08/26 11:05:48,STABLE BEAMS,6799,0.000512818,0.000495892,63.9,HFET
403634:11712,997:997,05/08/26 11:06:11,STABLE BEAMS,6799,0.000512137,0.000493307,63.8,HFET
403634:11712,998:998,05/08/26 11:06:34,STABLE BEAMS,6799,0.000512214,0.000495210,63.9,HFET
403634:11712,999:999,05/08/26 11:06:58,STABLE BEAMS,6799,0.000511012,0.000494152,63.7,HFET
403634:11712,1000:1000,05/08/26 11:07:21,STABLE BEAMS,6799,0.000510656,0.000493848,63.7,HFET
403634:11712,1001:1001,05/08/26 11:07:44,STABLE BEAMS,6799,0.000511327,0.000494576,63.7,HFET
403634:11712,1002:1002,05/08/26 11:08:07,STABLE BEAMS,6799,0.000511233,0.000494114,63.7,HFET
403634:11712,1003:1003,05/08/26 11:08:31,STABLE BEAMS,6799,0.000512423,0.000495281,63.9,HFET
403634:11712,1004:1004,05/08/26 11:08:54,STABLE BEAMS,6799,0.000513620,0.000495531,64.0,HFET
403634:11712,1005:1005,05/08/26 11:09:17,STABLE BEAMS,6799,0.000513332,0.000495406,64.0,HFET
403634:11712,1006:1006,05/08/26 11:09:41,STABLE BEAMS,6799,0.000513968,0.000496972,64.1,HFET
403634:11712,1007:1007,05/08/26 11:10:04,STABLE BEAMS,6799,0.000514692,0.000490297,64.2,HFET
403634:11712,1008:1008,05/08/26 11:10:27,STABLE BEAMS,6799,0.000514204,0.000496810,64.1,HFET
403634:11712,1009:1009,05/08/26 11:10:51,STABLE BEAMS,6799,0.000514183,0.000497058,64.1,HFET
403634:11712,1010:1010,05/08/26 11:11:14,STABLE BEAMS,6799,0.000514384,0.000496572,64.1,HFET
403634:11712,1011:1011,05/08/26 11:11:37,STABLE BEAMS,6799,0.000513355,0.000496282,64.0,HFET
403634:11712,1012:1012,05/08/26 11:12:01,STABLE BEAMS,6799,0.000512678,0.000495782,63.9,HFET
403634:11712,1013:1013,05/08/26 11:12:24,STABLE BEAMS,6799,0.000512429,0.000495579,63.9,HFET
403634:11712,1014:1014,05/08/26 11:12:47,STABLE BEAMS,6799,0.000512032,0.000495404,63.8,HFET
403634:11712,1015:1015,05/08/26 11:13:10,STABLE BEAMS,6799,0.000510822,0.000493994,63.7,HFET
403634:11712,1016:1016,05/08/26 11:13:34,STABLE BEAMS,6799,0.000510382,0.000493636,63.6,HFET
403634:11712,1017:1017,05/08/26 11:13:57,STABLE BEAMS,6799,0.000509200,0.000492679,63.5,HFET
403634:11712,1018:1018,05/08/26 11:14:20,STABLE BEAMS,6799,0.000508608,0.000492165,63.4,HFET
403634:11712,1019:1019,05/08/26 11:14:44,STABLE BEAMS,6799,0.000511832,0.000494957,63.8,HFET
403634:11712,1020:1020,05/08/26 11:15:07,STABLE BEAMS,6799,0.000509987,0.000486054,63.6,HFET
403634:11712,1021:1021,05/08/26 11:15:30,STABLE BEAMS,6799,0.000509055,0.000492463,63.5,HFET
403634:11712,1022:1022,05/08/26 11:15:54,STABLE BEAMS,6799,0.000513957,0.000496388,64.1,HFET
403634:11712,1023:1023,05/08/26 11:16:17,STABLE BEAMS,6799,0.000514478,0.000497242,64.1,HFET
403634:11712,1024:1024,05/08/26 11:16:40,STABLE BEAMS,6799,0.000515298,0.000279027,64.2,HFET
403634:11712,1025:1025,05/08/26 11:17:04,STABLE BEAMS,6799,0.000515473,0.000419447,64.3,HFET
403634:11712,1026:1026,05/08/26 11:17:27,STABLE BEAMS,6799,0.000515583,0.000498242,64.3,HFET
403634:11712,1027:1027,05/08/26 11:17:50,STABLE BEAMS,6799,0.000515946,0.000497038,64.3,HFET
403634:11712,1028:1028,05/08/26 11:18:14,STABLE BEAMS,6799,0.000516158,0.000498480,64.3,HFET
403634:11712,1029:1029,05/08/26 11:18:37,STABLE BEAMS,6799,0.000517185,0.000499506,64.5,HFET
403634:11712,1030:1030,05/08/26 11:19:00,STABLE BEAMS,6799,0.000510255,0.000493432,63.6,HFET
403634:11712,1031:1031,05/08/26 11:19:23,STABLE BEAMS,6799,0.000510143,0.000493508,63.6,HFET
403634:11712,1032:1032,05/08/26 11:19:47,STABLE BEAMS,6799,0.000510292,0.000493535,63.6,HFET
403634:11712,1033:1033,05/08/26 11:20:10,STABLE BEAMS,6799,0.000510576,0.000486695,63.7,HFET
403634:11712,1034:1034,05/08/26 11:20:33,STABLE BEAMS,6799,0.000510328,0.000493893,63.6,HFET
403634:11712,1035:1035,05/08/26 11:20:57,STABLE BEAMS,6799,0.000510115,0.000493396,63.6,HFET
403634:11712,1036:1036,05/08/26 11:21:20,STABLE BEAMS,6799,0.000509272,0.000492758,63.5,HFET
403634:11712,1037:1037,05/08/26 11:21:43,STABLE BEAMS,6799,0.000508172,0.000491747,63.4,HFET
403634:11712,1038:1038,05/08/26 11:22:07,STABLE BEAMS,6799,0.000512748,0.000495837,63.9,HFET
403634:11712,1039:1039,05/08/26 11:22:30,STABLE BEAMS,6799,0.000511472,0.000494660,63.8,HFET
403634:11712,1040:1040,05/08/26 11:22:53,STABLE BEAMS,6799,0.000510814,0.000493873,63.7,HFET
403634:11712,1041:1041,05/08/26 11:23:17,STABLE BEAMS,6799,0.000509292,0.000492728,63.5,HFET
403634:11712,1042:1042,05/08/26 11:23:40,STABLE BEAMS,6799,0.000513743,0.000496238,64.0,HFET
403634:11712,1043:1043,05/08/26 11:24:03,STABLE BEAMS,6799,0.000515400,0.000498006,64.3,HFET
403634:11712,1044:1044,05/08/26 11:24:26,STABLE BEAMS,6799,0.000514813,0.000497654,64.2,HFET
403634:11712,1045:1045,05/08/26 11:24:50,STABLE BEAMS,6799,0.000513694,0.000496613,64.0,HFET
403634:11712,1046:1046,05/08/26 11:25:13,STABLE BEAMS,6799,0.000513343,0.000489002,64.0,HFET
403634:11712,1047:1047,05/08/26 11:25:36,STABLE BEAMS,6799,0.000511351,0.000494572,63.7,HFET
403634:11712,1048:1048,05/08/26 11:26:00,STABLE BEAMS,6799,0.000511743,0.000494814,63.8,HFET
403634:11712,1049:1049,05/08/26 11:26:23,STABLE BEAMS,6799,0.000512117,0.000495049,63.8,HFET
403634:11712,1050:1050,05/08/26 11:26:46,STABLE BEAMS,6799,0.000514868,0.000497669,64.2,HFET
403634:11712,1051:1051,05/08/26 11:27:10,STABLE BEAMS,6799,0.000515942,0.000498607,64.3,HFET
403634:11712,1052:1052,05/08/26 11:27:33,STABLE BEAMS,6799,0.000518464,0.000500481,64.6,HFET
403634:11712,1053:1053,05/08/26 11:27:56,STABLE BEAMS,6799,0.000513049,0.000496006,64.0,HFET
403634:11712,1054:1054,05/08/26 11:28:20,STABLE BEAMS,6799,0.000514044,0.000495940,64.1,HFET
403634:11712,1055:1055,05/08/26 11:28:43,STABLE BEAMS,6799,0.000517790,0.000500287,64.5,HFET
403634:11712,1056:1056,05/08/26 11:29:06,STABLE BEAMS,6799,0.000514443,0.000497597,64.1,HFET
403634:11712,1057:1057,05/08/26 11:29:29,STABLE BEAMS,6799,0.000511269,0.000494587,63.7,HFET
403634:11712,1058:1058,05/08/26 11:29:53,STABLE BEAMS,6799,0.000510027,0.000493296,63.6,HFET
403634:11712,1059:1059,05/08/26 11:30:16,STABLE BEAMS,6799,0.000511717,0.000370143,63.8,HFET
403634:11712,1060:1060,05/08/26 11:30:39,STABLE BEAMS,6799,0.000511068,0.000494341,63.7,HFET
403634:11712,1061:1061,05/08/26 11:31:03,STABLE BEAMS,6799,0.000510614,0.000381796,63.7,HFET
403634:11712,1062:1062,05/08/26 11:31:26,STABLE BEAMS,6799,0.000510753,0.000494113,63.7,HFET
403634:11712,1063:1063,05/08/26 11:31:49,STABLE BEAMS,6799,0.000509991,0.000493622,63.6,HFET
403634:11712,1064:1064,05/08/26 11:32:13,STABLE BEAMS,6799,0.000510628,0.000378780,63.7,HFET
403634:11712,1065:1065,05/08/26 11:32:36,STABLE BEAMS,6799,0.000511213,0.000494526,63.7,HFET
403634:11712,1066:1066,05/08/26 11:32:59,STABLE BEAMS,6799,0.000510756,0.000493931,63.7,HFET
403634:11712,1067:1067,05/08/26 11:33:23,STABLE BEAMS,6799,0.000509373,0.000492747,63.5,HFET
403634:11712,1068:1068,05/08/26 11:33:46,STABLE BEAMS,6799,0.000512043,0.000371044,63.8,HFET
403634:11712,1069:1069,05/08/26 11:34:09,STABLE BEAMS,6799,0.000516016,0.000498523,64.3,HFET
403634:11712,1070:1070,05/08/26 11:34:33,STABLE BEAMS,6799,0.000515030,0.000497483,64.2,HFET
403634:11712,1071:1071,05/08/26 11:34:56,STABLE BEAMS,6799,0.000513102,0.000495772,64.0,HFET
403634:11712,1072:1072,05/08/26 11:35:19,STABLE BEAMS,6799,0.000513523,0.000489413,64.0,HFET
403634:11712,1073:1073,05/08/26 11:35:42,STABLE BEAMS,6799,0.000514419,0.000497412,64.1,HFET
403634:11712,1074:1074,05/08/26 11:36:06,STABLE BEAMS,6799,0.000514147,0.000497563,64.1,HFET
403634:11712,1075:1075,05/08/26 11:36:29,STABLE BEAMS,6799,0.000511540,0.000494932,63.8,HFET
403634:11712,1076:1076,05/08/26 11:36:52,STABLE BEAMS,6799,0.000511517,0.000494465,63.8,HFET
403634:11712,1077:1077,05/08/26 11:37:16,STABLE BEAMS,6799,0.000510022,0.000493394,63.6,HFET
403634:11712,1078:1078,05/08/26 11:37:39,STABLE BEAMS,6799,0.000508407,0.000491729,63.4,HFET
403634:11712,1079:1079,05/08/26 11:38:02,STABLE BEAMS,6799,0.000513175,0.000495901,64.0,HFET
403634:11712,1080:1080,05/08/26 11:38:26,STABLE BEAMS,6799,0.000514985,0.000001458,64.2,HFET
403634:11712,1081:1081,05/08/26 11:38:49,STABLE BEAMS,6799,0.000514815,0.000237799,64.2,HFET
403634:11712,1082:1082,05/08/26 11:39:12,STABLE BEAMS,6799,0.000514863,0.000497399,64.2,HFET
403634:11712,1083:1083,05/08/26 11:39:36,STABLE BEAMS,6799,0.000515138,0.000497711,64.2,HFET
403634:11712,1084:1084,05/08/26 11:39:59,STABLE BEAMS,6799,0.000515467,0.000497557,64.3,HFET
403634:11712,1085:1085,05/08/26 11:40:22,STABLE BEAMS,6799,0.000515961,0.000491397,64.3,HFET
403634:11712,1086:1086,05/08/26 11:40:46,STABLE BEAMS,6799,0.000514905,0.000497249,64.2,HFET
403634:11712,1087:1087,05/08/26 11:41:09,STABLE BEAMS,6799,0.000514985,0.000290769,64.2,HFET
403634:11712,1088:1088,05/08/26 11:41:32,STABLE BEAMS,6799,0.000515304,0.000497896,64.2,HFET
403634:11712,1089:1089,05/08/26 11:41:56,STABLE BEAMS,6799,0.000515067,0.000497907,64.2,HFET
403634:11712,1090:1090,05/08/26 11:42:19,STABLE BEAMS,6799,0.000515499,0.000498157,64.3,HFET
